timestamp,frame_id,laplacian_var,hf_energy,dark_speck_density,local_contrast,haze_veil_index,color_gray_brown_shift,illumination_level,motion_blur_flag
2026-03-16T15:35:12.184Z,0,110.818188,74.924222,0.032862,53.135427,0.131181,0.091523,0.542359,0
2026-03-16T15:35:12.284Z,1,113.811714,75.842126,0.034686,51.626121,0.144887,0.082841,0.455472,0
2026-03-16T15:35:12.384Z,2,113.198132,76.656743,0.03723,52.764338,0.144017,0.095107,0.555061,0
2026-03-16T15:35:12.485Z,3,113.545248,74.217439,0.034376,52.138988,0.141768,0.091325,0.579193,0
2026-03-16T15:35:12.586Z,4,113.674196,75.464514,0.036682,52.105998,0.140586,0.086934,0.494647,0
2026-03-16T15:35:12.686Z,5,114.293826,75.423041,0.037579,52.469897,0.142247,0.10396,0.50519,0
2026-03-16T15:35:12.787Z,6,109.974761,74.126993,0.042255,51.57206,0.14825,0.094914,0.444517,0
2026-03-16T15:35:12.888Z,7,112.505675,73.434345,0.034446,51.840308,0.13937,0.090216,0.466532,0
2026-03-16T15:35:12.988Z,8,113.844411,76.140932,0.039662,51.894128,0.146656,0.098593,0.515991,0
2026-03-16T15:35:13.089Z,9,114.310241,75.032426,0.042683,51.365234,0.154464,0.104549,0.455856,0
2026-03-16T15:35:13.190Z,10,111.473186,74.191433,0.036049,52.830447,0.149085,0.099785,0.53372,0
2026-03-16T15:35:13.291Z,11,111.030235,75.348715,0.03888,53.165695,0.138556,0.094445,0.543523,0
2026-03-16T15:35:13.391Z,12,112.646635,76.583746,0.041084,52.352436,0.150514,0.103496,0.578203,0
2026-03-16T15:35:13.492Z,13,110.088597,74.204184,0.034896,51.227449,0.140395,0.106773,0.421365,0
2026-03-16T15:35:13.593Z,14,113.566813,74.755553,0.042686,51.693905,0.151978,0.101754,0.542783,0
2026-03-16T15:35:13.694Z,15,110.942409,74.103751,0.03761,52.29869,0.141739,0.101385,0.547334,0
2026-03-16T15:35:13.794Z,16,111.559162,72.941711,0.043085,52.849757,0.157346,0.101539,0.469677,0
2026-03-16T15:35:13.895Z,17,109.992329,74.994524,0.041991,51.156209,0.159917,0.095244,0.578149,0
2026-03-16T15:35:13.996Z,18,109.174604,72.578242,0.038121,51.88563,0.159983,0.10673,0.552612,0
2026-03-16T15:35:14.097Z,19,113.127677,74.455551,0.038842,52.033662,0.150882,0.094354,0.500335,0
2026-03-16T15:35:14.197Z,20,109.190059,75.304207,0.040017,51.407759,0.1604,0.104226,0.465513,0
2026-03-16T15:35:14.298Z,21,111.002558,73.041259,0.040209,52.531699,0.143406,0.104273,0.502175,0
2026-03-16T15:35:14.399Z,22,110.833735,75.374925,0.039203,51.830775,0.159022,0.108956,0.455616,0
2026-03-16T15:35:14.499Z,23,110.927738,76.074639,0.043807,51.712659,0.163352,0.109216,0.533899,0
2026-03-16T15:35:14.600Z,24,112.840973,75.323278,0.040194,52.273637,0.159671,0.097191,0.488167,0
2026-03-16T15:35:14.701Z,25,111.218096,72.603153,0.044951,52.569286,0.158984,0.102932,0.452657,0
2026-03-16T15:35:14.802Z,26,108.23491,72.315681,0.038918,51.851422,0.163072,0.100813,0.502589,0
2026-03-16T15:35:14.902Z,27,111.800051,74.519809,0.046248,52.510852,0.149929,0.10991,0.490496,0
2026-03-16T15:35:15.003Z,28,112.31359,72.806451,0.04322,52.278407,0.150349,0.102611,0.536374,0
2026-03-16T15:35:15.104Z,29,112.335172,74.708277,0.046709,51.283793,0.158838,0.098497,0.486478,0
2026-03-16T15:35:15.205Z,30,109.779991,73.213733,0.039001,52.24191,0.163971,0.101205,0.497913,0
2026-03-16T15:35:15.305Z,31,108.804917,72.54294,0.038596,52.423406,0.161354,0.109462,0.477799,0
2026-03-16T15:35:15.406Z,32,109.77809,75.471239,0.047149,52.454262,0.155254,0.109645,0.466073,0
2026-03-16T15:35:15.507Z,33,109.473465,71.833283,0.04133,51.508379,0.151995,0.114573,0.492544,0
2026-03-16T15:35:15.608Z,34,111.632862,73.176887,0.042928,51.822742,0.167702,0.113374,0.466542,0
2026-03-16T15:35:15.709Z,35,111.423705,75.008529,0.047141,52.144288,0.166579,0.09819,0.443008,0
2026-03-16T15:35:15.809Z,36,110.518233,72.012437,0.045253,50.50428,0.163705,0.115905,0.543322,0
2026-03-16T15:35:15.910Z,37,107.755827,72.834293,0.041131,51.751511,0.15461,0.109922,0.451817,0
